result_grades_id;result_grades_school_id;result_grades_school_year_id;result_grades_semester;result_grades_group_id;result_grades_student_id;result_grades_value_type;result_grades_source_id;result_grades_source_title;result_grades_teacher_id;result_grades_subject_id;result_grades_original_value;result_grades_adjust_value;result_grades_created_at;result_grades_updated_at
2516257;1;3;1;3;48;2;47;UTS seni;28;3;89;89;2025-09-01 21:03:09;2025-09-01 21:03:09
2516258;1;3;1;3;49;2;47;UTS seni;28;3;77;77;2025-09-01 21:03:09;2025-09-01 21:03:09
2516259;1;3;1;3;50;2;47;UTS seni;28;3;52;52;2025-09-01 21:03:09;2025-09-01 21:03:09
2516260;1;3;1;3;51;2;47;UTS seni;28;3;58;58;2025-09-01 21:03:09;2025-09-01 21:03:09
2516261;1;3;1;3;52;2;47;UTS seni;28;3;66;66;2025-09-01 21:03:09;2025-09-01 21:03:09
2516262;1;3;1;3;53;2;47;UTS seni;28;3;71;71;2025-09-01 21:03:09;2025-09-01 21:03:09
2516263;1;3;1;3;54;2;47;UTS seni;28;3;41;41;2025-09-01 21:03:09;2025-09-01 21:03:09
2516264;1;3;1;3;55;2;47;UTS seni;28;3;95;95;2025-09-01 21:03:09;2025-09-01 21:03:09
2516265;1;3;1;3;56;2;47;UTS seni;28;3;86;86;2025-09-01 21:03:09;2025-09-01 21:03:09
2516266;1;3;1;3;57;2;47;UTS seni;28;3;76;76;2025-09-01 21:03:09;2025-09-01 21:03:09
2516267;1;3;1;3;58;2;47;UTS seni;28;3;42;42;2025-09-01 21:03:09;2025-09-01 21:03:09
2516268;1;3;1;3;59;2;47;UTS seni;28;3;88;88;2025-09-01 21:03:09;2025-09-01 21:03:09
2516269;1;3;1;3;60;2;47;UTS seni;28;3;59;59;2025-09-01 21:03:09;2025-09-01 21:03:09
2516270;1;3;1;3;41;2;48;UAS seni;28;3;99;99;2025-09-01 21:03:09;2025-09-01 21:03:09
2516271;1;3;1;3;42;2;48;UAS seni;28;3;83;83;2025-09-01 21:03:09;2025-09-01 21:03:09
2516272;1;3;1;3;43;2;48;UAS seni;28;3;55;55;2025-09-01 21:03:09;2025-09-01 21:03:09
2516273;1;3;1;3;44;2;48;UAS seni;28;3;43;43;2025-09-01 21:03:09;2025-09-01 21:03:09
2516274;1;3;1;3;45;2;48;UAS seni;28;3;93;93;2025-09-01 21:03:09;2025-09-01 21:03:09
2516275;1;3;1;3;46;2;48;UAS seni;28;3;77;77;2025-09-01 21:03:09;2025-09-01 21:03:09
2516276;1;3;1;3;47;2;48;UAS seni;28;3;59;59;2025-09-01 21:03:09;2025-09-01 21:03:09
2516277;1;3;1;3;48;2;48;UAS seni;28;3;59;59;2025-09-01 21:03:09;2025-09-01 21:03:09
2516278;1;3;1;3;49;2;48;UAS seni;28;3;82;82;2025-09-01 21:03:09;2025-09-01 21:03:09
2516279;1;3;1;3;50;2;48;UAS seni;28;3;40;40;2025-09-01 21:03:09;2025-09-01 21:03:09
2516280;1;3;1;3;51;2;48;UAS seni;28;3;72;72;2025-09-01 21:03:09;2025-09-01 21:03:09
2516281;1;3;1;3;52;2;48;UAS seni;28;3;93;93;2025-09-01 21:03:09;2025-09-01 21:03:09
2516282;1;3;1;3;53;2;48;UAS seni;28;3;46;46;2025-09-01 21:03:09;2025-09-01 21:03:09
2516283;1;3;1;3;54;2;48;UAS seni;28;3;77;77;2025-09-01 21:03:09;2025-09-01 21:03:09
2516284;1;3;1;3;55;2;48;UAS seni;28;3;84;84;2025-09-01 21:03:09;2025-09-01 21:03:09
2516285;1;3;1;3;56;2;48;UAS seni;28;3;64;64;2025-09-01 21:03:09;2025-09-01 21:03:09
2516286;1;3;1;3;57;2;48;UAS seni;28;3;85;85;2025-09-01 21:03:09;2025-09-01 21:03:09
2516287;1;3;1;3;58;2;48;UAS seni;28;3;57;57;2025-09-01 21:03:09;2025-09-01 21:03:09
2516288;1;3;1;3;59;2;48;UAS seni;28;3;60;60;2025-09-01 21:03:09;2025-09-01 21:03:09
2516289;1;3;1;3;60;2;48;UAS seni;28;3;54;54;2025-09-01 21:03:09;2025-09-01 21:03:09
2516290;1;3;1;3;41;1;53;Latihan 1 ing;16;4;68;68;2025-09-01 21:03:09;2025-09-01 21:03:09
2516291;1;3;1;3;42;1;53;Latihan 1 ing;16;4;40;40;2025-09-01 21:03:08;2025-09-01 21:03:08
2516292;1;3;1;3;43;1;53;Latihan 1 ing;16;4;72;72;2025-09-01 21:03:08;2025-09-01 21:03:08
2516293;1;3;1;3;44;1;53;Latihan 1 ing;16;4;63;63;2025-09-01 21:03:09;2025-09-01 21:03:09
2516294;1;3;1;3;45;1;53;Latihan 1 ing;16;4;41;41;2025-09-01 21:03:09;2025-09-01 21:03:09
2516295;1;3;1;3;46;1;53;Latihan 1 ing;16;4;54;54;2025-09-01 21:03:09;2025-09-01 21:03:09
2516296;1;3;1;3;47;1;53;Latihan 1 ing;16;4;76;76;2025-09-01 21:03:09;2025-09-01 21:03:09
2516297;1;3;1;3;48;1;53;Latihan 1 ing;16;4;99;99;2025-09-01 21:03:09;2025-09-01 21:03:09
2516298;1;3;1;3;49;1;53;Latihan 1 ing;16;4;97;97;2025-09-01 21:03:09;2025-09-01 21:03:09
2516299;1;3;1;3;50;1;53;Latihan 1 ing;16;4;52;52;2025-09-01 21:03:09;2025-09-01 21:03:09
2516300;1;3;1;3;51;1;53;Latihan 1 ing;16;4;79;79;2025-09-01 21:03:09;2025-09-01 21:03:09
2516301;1;3;1;3;52;1;53;Latihan 1 ing;16;4;72;72;2025-09-01 21:03:09;2025-09-01 21:03:09
2516302;1;3;1;3;53;1;53;Latihan 1 ing;16;4;87;87;2025-09-01 21:03:09;2025-09-01 21:03:09
2516303;1;3;1;3;54;1;53;Latihan 1 ing;16;4;49;49;2025-09-01 21:03:09;2025-09-01 21:03:09
2516304;1;3;1;3;55;1;53;Latihan 1 ing;16;4;84;84;2025-09-01 21:03:09;2025-09-01 21:03:09
2516305;1;3;1;3;56;1;53;Latihan 1 ing;16;4;91;91;2025-09-01 21:03:09;2025-09-01 21:03:09
2516306;1;3;1;3;57;1;53;Latihan 1 ing;16;4;71;71;2025-09-01 21:03:09;2025-09-01 21:03:09
2516307;1;3;1;3;58;1;53;Latihan 1 ing;16;4;96;96;2025-09-01 21:03:09;2025-09-01 21:03:09
2516308;1;3;1;3;59;1;53;Latihan 1 ing;16;4;46;46;2025-09-01 21:03:09;2025-09-01 21:03:09
2516309;1;3;1;3;60;1;53;Latihan 1 ing;16;4;45;45;2025-09-01 21:03:09;2025-09-01 21:03:09
2516310;1;3;1;3;41;1;54;Latihan 2 ing;16;4;44;44;2025-09-01 21:03:09;2025-09-01 21:03:09
2516311;1;3;1;3;42;1;54;Latihan 2 ing;16;4;40;40;2025-09-01 21:03:09;2025-09-01 21:03:09
2516312;1;3;1;3;43;1;54;Latihan 2 ing;16;4;61;61;2025-09-01 21:03:09;2025-09-01 21:03:09
2516313;1;3;1;3;44;1;54;Latihan 2 ing;16;4;56;56;2025-09-01 21:03:09;2025-09-01 21:03:09
2516314;1;3;1;3;45;1;54;Latihan 2 ing;16;4;95;95;2025-09-01 21:03:09;2025-09-01 21:03:09
2516315;1;3;1;3;46;1;54;Latihan 2 ing;16;4;47;47;2025-09-01 21:03:09;2025-09-01 21:03:09
2516316;1;3;1;3;47;1;54;Latihan 2 ing;16;4;70;70;2025-09-01 21:03:09;2025-09-01 21:03:09
2516317;1;3;1;3;48;1;54;Latihan 2 ing;16;4;64;64;2025-09-01 21:03:09;2025-09-01 21:03:09
2516318;1;3;1;3;49;1;54;Latihan 2 ing;16;4;86;86;2025-09-01 21:03:09;2025-09-01 21:03:09
2516319;1;3;1;3;50;1;54;Latihan 2 ing;16;4;66;66;2025-09-01 21:03:09;2025-09-01 21:03:09
2516320;1;3;1;3;51;1;54;Latihan 2 ing;16;4;81;81;2025-09-01 21:03:09;2025-09-01 21:03:09
2516321;1;3;1;3;52;1;54;Latihan 2 ing;16;4;79;79;2025-09-01 21:03:09;2025-09-01 21:03:09
2516322;1;3;1;3;53;1;54;Latihan 2 ing;16;4;61;61;2025-09-01 21:03:09;2025-09-01 21:03:09
2516323;1;3;1;3;54;1;54;Latihan 2 ing;16;4;61;61;2025-09-01 21:03:09;2025-09-01 21:03:09
2516324;1;3;1;3;55;1;54;Latihan 2 ing;16;4;80;80;2025-09-01 21:03:09;2025-09-01 21:03:09
2516325;1;3;1;3;56;1;54;Latihan 2 ing;16;4;94;94;2025-09-01 21:03:09;2025-09-01 21:03:09
2516326;1;3;1;3;57;1;54;Latihan 2 ing;16;4;65;65;2025-09-01 21:03:09;2025-09-01 21:03:09
2516327;1;3;1;3;58;1;54;Latihan 2 ing;16;4;96;96;2025-09-01 21:03:09;2025-09-01 21:03:09
2516328;1;3;1;3;59;1;54;Latihan 2 ing;16;4;67;67;2025-09-01 21:03:09;2025-09-01 21:03:09
2516329;1;3;1;3;60;1;54;Latihan 2 ing;16;4;56;56;2025-09-01 21:03:09;2025-09-01 21:03:09
2516330;1;3;1;3;41;1;55;Latihan 3 ing;16;4;43;43;2025-09-01 21:06:14;2025-09-01 21:06:14
2516331;1;3;1;3;42;1;55;Latihan 3 ing;16;4;63;63;2025-09-01 21:06:14;2025-09-01 21:06:14
2516332;1;3;1;3;43;1;55;Latihan 3 ing;16;4;86;86;2025-09-01 21:06:14;2025-09-01 21:06:14
2516333;1;3;1;3;44;1;55;Latihan 3 ing;16;4;62;62;2025-09-01 21:06:14;2025-09-01 21:06:14
2516334;1;3;1;3;45;1;55;Latihan 3 ing;16;4;87;87;2025-09-01 21:06:14;2025-09-01 21:06:14
2516335;1;3;1;3;46;1;55;Latihan 3 ing;16;4;90;90;2025-09-01 21:06:14;2025-09-01 21:06:14
2516336;1;3;1;3;47;1;55;Latihan 3 ing;16;4;100;100;2025-09-01 21:06:14;2025-09-01 21:06:14
2516337;1;3;1;3;48;1;55;Latihan 3 ing;16;4;97;97;2025-09-01 21:06:14;2025-09-01 21:06:14
2516338;1;3;1;3;49;1;55;Latihan 3 ing;16;4;85;85;2025-09-01 21:06:14;2025-09-01 21:06:14
2516339;1;3;1;3;50;1;55;Latihan 3 ing;16;4;41;41;2025-09-01 21:06:14;2025-09-01 21:06:14
2516340;1;3;1;3;51;1;55;Latihan 3 ing;16;4;99;99;2025-09-01 21:06:14;2025-09-01 21:06:14
2516341;1;3;1;3;52;1;55;Latihan 3 ing;16;4;53;53;2025-09-01 21:06:14;2025-09-01 21:06:14
2516342;1;3;1;3;53;1;55;Latihan 3 ing;16;4;73;73;2025-09-01 21:06:14;2025-09-01 21:06:14
2516343;1;3;1;3;54;1;55;Latihan 3 ing;16;4;63;63;2025-09-01 21:06:14;2025-09-01 21:06:14
2516344;1;3;1;3;55;1;55;Latihan 3 ing;16;4;99;99;2025-09-01 21:06:14;2025-09-01 21:06:14
2516345;1;3;1;3;56;1;55;Latihan 3 ing;16;4;77;77;2025-09-01 21:06:14;2025-09-01 21:06:14
2516346;1;3;1;3;57;1;55;Latihan 3 ing;16;4;58;58;2025-09-01 21:06:14;2025-09-01 21:06:14
2516347;1;3;1;3;58;1;55;Latihan 3 ing;16;4;60;60;2025-09-01 21:06:14;2025-09-01 21:06:14
2516348;1;3;1;3;59;1;55;Latihan 3 ing;16;4;79;79;2025-09-01 21:06:14;2025-09-01 21:06:14
2516349;1;3;1;3;60;1;55;Latihan 3 ing;16;4;83;83;2025-09-01 21:06:14;2025-09-01 21:06:14
2516350;1;3;1;3;41;1;56;Latihan 4 ing;16;4;69;69;2025-09-01 21:06:14;2025-09-01 21:06:14
2516351;1;3;1;3;42;1;56;Latihan 4 ing;16;4;41;41;2025-09-01 21:06:14;2025-09-01 21:06:14
2516352;1;3;1;3;43;1;56;Latihan 4 ing;16;4;82;82;2025-09-01 21:06:14;2025-09-01 21:06:14
2516353;1;3;1;3;44;1;56;Latihan 4 ing;16;4;56;56;2025-09-01 21:06:14;2025-09-01 21:06:14
2516354;1;3;1;3;45;1;56;Latihan 4 ing;16;4;91;91;2025-09-01 21:06:14;2025-09-01 21:06:14
2516355;1;3;1;3;46;1;56;Latihan 4 ing;16;4;82;82;2025-09-01 21:06:14;2025-09-01 21:06:14
2516356;1;3;1;3;47;1;56;Latihan 4 ing;16;4;75;75;2025-09-01 21:06:14;2025-09-01 21:06:14
2516357;1;3;1;3;48;1;56;Latihan 4 ing;16;4;51;51;2025-09-01 21:06:14;2025-09-01 21:06:14
2516358;1;3;1;3;49;1;56;Latihan 4 ing;16;4;70;70;2025-09-01 21:06:14;2025-09-01 21:06:14
2516359;1;3;1;3;50;1;56;Latihan 4 ing;16;4;47;47;2025-09-01 21:06:14;2025-09-01 21:06:14
2516360;1;3;1;3;51;1;56;Latihan 4 ing;16;4;70;70;2025-09-01 21:06:14;2025-09-01 21:06:14
2516361;1;3;1;3;52;1;56;Latihan 4 ing;16;4;65;65;2025-09-01 21:06:14;2025-09-01 21:06:14
2516362;1;3;1;3;53;1;56;Latihan 4 ing;16;4;56;56;2025-09-01 21:06:14;2025-09-01 21:06:14
2516363;1;3;1;3;54;1;56;Latihan 4 ing;16;4;100;100;2025-09-01 21:06:15;2025-09-01 21:06:15
2516364;1;3;1;3;55;1;56;Latihan 4 ing;16;4;49;49;2025-09-01 21:06:15;2025-09-01 21:06:15
2516365;1;3;1;3;56;1;56;Latihan 4 ing;16;4;66;66;2025-09-01 21:06:15;2025-09-01 21:06:15
2516366;1;3;1;3;57;1;56;Latihan 4 ing;16;4;68;68;2025-09-01 21:06:15;2025-09-01 21:06:15
2516367;1;3;1;3;58;1;56;Latihan 4 ing;16;4;52;52;2025-09-01 21:06:15;2025-09-01 21:06:15
2516368;1;3;1;3;59;1;56;Latihan 4 ing;16;4;83;83;2025-09-01 21:06:15;2025-09-01 21:06:15
2516369;1;3;1;3;60;1;56;Latihan 4 ing;16;4;72;72;2025-09-01 21:06:15;2025-09-01 21:06:15
2516370;1;3;1;3;41;1;57;Latihan 5 ing;16;4;91;91;2025-09-01 21:06:15;2025-09-01 21:06:15
2516371;1;3;1;3;42;1;57;Latihan 5 ing;16;4;60;60;2025-09-01 21:06:15;2025-09-01 21:06:15
2516372;1;3;1;3;43;1;57;Latihan 5 ing;16;4;50;50;2025-09-01 21:06:15;2025-09-01 21:06:15
2516373;1;3;1;3;44;1;57;Latihan 5 ing;16;4;85;85;2025-09-01 21:06:15;2025-09-01 21:06:15
2516374;1;3;1;3;45;1;57;Latihan 5 ing;16;4;40;40;2025-09-01 21:06:15;2025-09-01 21:06:15
2516375;1;3;1;3;46;1;57;Latihan 5 ing;16;4;44;44;2025-09-01 21:06:15;2025-09-01 21:06:15
2516376;1;3;1;3;47;1;57;Latihan 5 ing;16;4;72;72;2025-09-01 21:06:15;2025-09-01 21:06:15
2516377;1;3;1;3;48;1;57;Latihan 5 ing;16;4;40;40;2025-09-01 21:06:15;2025-09-01 21:06:15
2516378;1;3;1;3;49;1;57;Latihan 5 ing;16;4;40;40;2025-09-01 21:06:15;2025-09-01 21:06:15
2516379;1;3;1;3;50;1;57;Latihan 5 ing;16;4;72;72;2025-09-01 21:06:15;2025-09-01 21:06:15
2516380;1;3;1;3;51;1;57;Latihan 5 ing;16;4;82;82;2025-09-01 21:06:15;2025-09-01 21:06:15
2516381;1;3;1;3;52;1;57;Latihan 5 ing;16;4;45;45;2025-09-01 21:06:15;2025-09-01 21:06:15
2516382;1;3;1;3;53;1;57;Latihan 5 ing;16;4;51;51;2025-09-01 21:06:15;2025-09-01 21:06:15
2516383;1;3;1;3;54;1;57;Latihan 5 ing;16;4;99;99;2025-09-01 21:06:15;2025-09-01 21:06:15
2516384;1;3;1;3;55;1;57;Latihan 5 ing;16;4;57;57;2025-09-01 21:06:15;2025-09-01 21:06:15
2516385;1;3;1;3;56;1;57;Latihan 5 ing;16;4;53;53;2025-09-01 21:06:15;2025-09-01 21:06:15
2516386;1;3;1;3;57;1;57;Latihan 5 ing;16;4;41;41;2025-09-01 21:06:15;2025-09-01 21:06:15
2516387;1;3;1;3;58;1;57;Latihan 5 ing;16;4;56;56;2025-09-01 21:06:15;2025-09-01 21:06:15
2516388;1;3;1;3;59;1;57;Latihan 5 ing;16;4;46;46;2025-09-01 21:06:15;2025-09-01 21:06:15
2516389;1;3;1;3;60;1;57;Latihan 5 ing;16;4;76;76;2025-09-01 21:06:15;2025-09-01 21:06:15
2516390;1;3;1;3;41;1;58;Latihan 6 ing;16;4;58;58;2025-09-01 21:06:15;2025-09-01 21:06:15
2516391;1;3;1;3;42;1;58;Latihan 6 ing;16;4;72;72;2025-09-01 21:06:15;2025-09-01 21:06:15
2516392;1;3;1;3;43;1;58;Latihan 6 ing;16;4;73;73;2025-09-01 21:06:15;2025-09-01 21:06:15
2516393;1;3;1;3;44;1;58;Latihan 6 ing;16;4;87;87;2025-09-01 21:06:15;2025-09-01 21:06:15
2516394;1;3;1;3;45;1;58;Latihan 6 ing;16;4;48;48;2025-09-01 21:06:15;2025-09-01 21:06:15
2516395;1;3;1;3;46;1;58;Latihan 6 ing;16;4;91;91;2025-09-01 21:06:15;2025-09-01 21:06:15
2516396;1;3;1;3;47;1;58;Latihan 6 ing;16;4;84;84;2025-09-01 21:06:15;2025-09-01 21:06:15
2516397;1;3;1;3;48;1;58;Latihan 6 ing;16;4;55;55;2025-09-01 21:06:15;2025-09-01 21:06:15
2516398;1;3;1;3;49;1;58;Latihan 6 ing;16;4;96;96;2025-09-01 21:06:15;2025-09-01 21:06:15
2516399;1;3;1;3;50;1;58;Latihan 6 ing;16;4;99;99;2025-09-01 21:06:15;2025-09-01 21:06:15
2516400;1;3;1;3;51;1;58;Latihan 6 ing;16;4;58;58;2025-09-01 21:06:15;2025-09-01 21:06:15
2516401;1;3;1;3;52;1;58;Latihan 6 ing;16;4;90;90;2025-09-01 21:06:15;2025-09-01 21:06:15
2516402;1;3;1;3;53;1;58;Latihan 6 ing;16;4;98;98;2025-09-01 21:06:15;2025-09-01 21:06:15
2516403;1;3;1;3;54;1;58;Latihan 6 ing;16;4;80;80;2025-09-01 21:06:15;2025-09-01 21:06:15
2516404;1;3;1;3;55;1;58;Latihan 6 ing;16;4;54;54;2025-09-01 21:06:15;2025-09-01 21:06:15
2516405;1;3;1;3;56;1;58;Latihan 6 ing;16;4;42;42;2025-09-01 21:06:15;2025-09-01 21:06:15
2516406;1;3;1;3;57;1;58;Latihan 6 ing;16;4;75;75;2025-09-01 21:06:15;2025-09-01 21:06:15
2516407;1;3;1;3;58;1;58;Latihan 6 ing;16;4;58;58;2025-09-01 21:06:15;2025-09-01 21:06:15
2516408;1;3;1;3;59;1;58;Latihan 6 ing;16;4;69;69;2025-09-01 21:06:15;2025-09-01 21:06:15
2516409;1;3;1;3;60;1;58;Latihan 6 ing;16;4;70;70;2025-09-01 21:06:15;2025-09-01 21:06:15
2516410;1;3;1;3;41;2;53;UTS ing;16;4;72;72;2025-09-01 21:03:09;2025-09-01 21:03:09
2516411;1;3;1;3;42;2;53;UTS ing;16;4;44;44;2025-09-01 21:03:08;2025-09-01 21:03:08
2516412;1;3;1;3;43;2;53;UTS ing;16;4;51;51;2025-09-01 21:03:08;2025-09-01 21:03:08
2516413;1;3;1;3;44;2;53;UTS ing;16;4;95;95;2025-09-01 21:03:09;2025-09-01 21:03:09
2516414;1;3;1;3;45;2;53;UTS ing;16;4;78;78;2025-09-01 21:03:09;2025-09-01 21:03:09
2516415;1;3;1;3;46;2;53;UTS ing;16;4;90;90;2025-09-01 21:03:09;2025-09-01 21:03:09
2516416;1;3;1;3;47;2;53;UTS ing;16;4;65;65;2025-09-01 21:03:09;2025-09-01 21:03:09
2516417;1;3;1;3;48;2;53;UTS ing;16;4;51;51;2025-09-01 21:03:09;2025-09-01 21:03:09
2516418;1;3;1;3;49;2;53;UTS ing;16;4;67;67;2025-09-01 21:03:09;2025-09-01 21:03:09
2516419;1;3;1;3;50;2;53;UTS ing;16;4;88;88;2025-09-01 21:03:09;2025-09-01 21:03:09
2516420;1;3;1;3;51;2;53;UTS ing;16;4;88;88;2025-09-01 21:03:09;2025-09-01 21:03:09
2516421;1;3;1;3;52;2;53;UTS ing;16;4;93;93;2025-09-01 21:03:09;2025-09-01 21:03:09
2516422;1;3;1;3;53;2;53;UTS ing;16;4;84;84;2025-09-01 21:03:09;2025-09-01 21:03:09
2516423;1;3;1;3;54;2;53;UTS ing;16;4;52;52;2025-09-01 21:03:09;2025-09-01 21:03:09
2516424;1;3;1;3;55;2;53;UTS ing;16;4;54;54;2025-09-01 21:03:09;2025-09-01 21:03:09
2516425;1;3;1;3;56;2;53;UTS ing;16;4;43;43;2025-09-01 21:03:09;2025-09-01 21:03:09
2516426;1;3;1;3;57;2;53;UTS ing;16;4;82;82;2025-09-01 21:03:09;2025-09-01 21:03:09
2516427;1;3;1;3;58;2;53;UTS ing;16;4;83;83;2025-09-01 21:03:09;2025-09-01 21:03:09
2516428;1;3;1;3;59;2;53;UTS ing;16;4;40;40;2025-09-01 21:03:09;2025-09-01 21:03:09
2516429;1;3;1;3;60;2;53;UTS ing;16;4;74;74;2025-09-01 21:03:09;2025-09-01 21:03:09
2516430;1;3;1;3;41;2;54;UAS ing;16;4;86;86;2025-09-01 21:03:09;2025-09-01 21:03:09
2516431;1;3;1;3;42;2;54;UAS ing;16;4;50;50;2025-09-01 21:03:09;2025-09-01 21:03:09
2516432;1;3;1;3;43;2;54;UAS ing;16;4;79;79;2025-09-01 21:03:09;2025-09-01 21:03:09
2516433;1;3;1;3;44;2;54;UAS ing;16;4;43;43;2025-09-01 21:03:09;2025-09-01 21:03:09
2516434;1;3;1;3;45;2;54;UAS ing;16;4;91;91;2025-09-01 21:03:09;2025-09-01 21:03:09
2516435;1;3;1;3;46;2;54;UAS ing;16;4;48;48;2025-09-01 21:03:09;2025-09-01 21:03:09
2516436;1;3;1;3;47;2;54;UAS ing;16;4;53;53;2025-09-01 21:03:09;2025-09-01 21:03:09
2516437;1;3;1;3;48;2;54;UAS ing;16;4;46;46;2025-09-01 21:03:09;2025-09-01 21:03:09
2516438;1;3;1;3;49;2;54;UAS ing;16;4;72;72;2025-09-01 21:03:09;2025-09-01 21:03:09
2516439;1;3;1;3;50;2;54;UAS ing;16;4;73;73;2025-09-01 21:03:09;2025-09-01 21:03:09
2516440;1;3;1;3;51;2;54;UAS ing;16;4;89;89;2025-09-01 21:03:09;2025-09-01 21:03:09
2516441;1;3;1;3;52;2;54;UAS ing;16;4;69;69;2025-09-01 21:03:09;2025-09-01 21:03:09
2516442;1;3;1;3;53;2;54;UAS ing;16;4;54;54;2025-09-01 21:03:09;2025-09-01 21:03:09
2516443;1;3;1;3;54;2;54;UAS ing;16;4;65;65;2025-09-01 21:03:09;2025-09-01 21:03:09
2516444;1;3;1;3;55;2;54;UAS ing;16;4;62;62;2025-09-01 21:03:09;2025-09-01 21:03:09
2516445;1;3;1;3;56;2;54;UAS ing;16;4;49;49;2025-09-01 21:03:09;2025-09-01 21:03:09
2516446;1;3;1;3;57;2;54;UAS ing;16;4;100;100;2025-09-01 21:03:09;2025-09-01 21:03:09
2516447;1;3;1;3;58;2;54;UAS ing;16;4;75;75;2025-09-01 21:03:09;2025-09-01 21:03:09
2516448;1;3;1;3;59;2;54;UAS ing;16;4;40;40;2025-09-01 21:03:09;2025-09-01 21:03:09
2516449;1;3;1;3;60;2;54;UAS ing;16;4;48;48;2025-09-01 21:03:09;2025-09-01 21:03:09
2516450;1;3;1;3;41;1;59;Latihan 1 pai;29;11;84;84;2025-09-01 21:03:09;2025-09-01 21:03:09
2516451;1;3;1;3;42;1;59;Latihan 1 pai;29;11;58;58;2025-09-01 21:03:08;2025-09-01 21:03:08
2516452;1;3;1;3;43;1;59;Latihan 1 pai;29;11;63;63;2025-09-01 21:03:08;2025-09-01 21:03:08
2516453;1;3;1;3;44;1;59;Latihan 1 pai;29;11;60;60;2025-09-01 21:03:09;2025-09-01 21:03:09
2516454;1;3;1;3;45;1;59;Latihan 1 pai;29;11;99;99;2025-09-01 21:03:09;2025-09-01 21:03:09
2516455;1;3;1;3;46;1;59;Latihan 1 pai;29;11;56;56;2025-09-01 21:03:09;2025-09-01 21:03:09
2516456;1;3;1;3;47;1;59;Latihan 1 pai;29;11;74;74;2025-09-01 21:03:09;2025-09-01 21:03:09
2516457;1;3;1;3;48;1;1;Latihan 1 pah;1;14;49;49;2025-09-01 21:03:09;2025-09-01 21:03:09
2516458;1;3;1;3;49;1;2;Latihan 1 pak;11;12;89;89;2025-09-01 21:03:09;2025-09-01 21:03:09
2516459;1;3;1;3;50;1;2;Latihan 1 pak;11;12;65;65;2025-09-01 21:03:09;2025-09-01 21:03:09
2516460;1;3;1;3;51;1;59;Latihan 1 pai;29;11;54;54;2025-09-01 21:03:09;2025-09-01 21:03:09
2516461;1;3;1;3;52;1;59;Latihan 1 pai;29;11;59;59;2025-09-01 21:03:09;2025-09-01 21:03:09
2516462;1;3;1;3;53;1;59;Latihan 1 pai;29;11;98;98;2025-09-01 21:03:09;2025-09-01 21:03:09
2516463;1;3;1;3;54;1;59;Latihan 1 pai;29;11;44;44;2025-09-01 21:03:09;2025-09-01 21:03:09
2516464;1;3;1;3;55;1;59;Latihan 1 pai;29;11;42;42;2025-09-01 21:03:09;2025-09-01 21:03:09
2516465;1;3;1;3;56;1;59;Latihan 1 pai;29;11;98;98;2025-09-01 21:03:09;2025-09-01 21:03:09
2516466;1;3;1;3;57;1;59;Latihan 1 pai;29;11;44;44;2025-09-01 21:03:09;2025-09-01 21:03:09
2516467;1;3;1;3;58;1;59;Latihan 1 pai;29;11;76;76;2025-09-01 21:03:09;2025-09-01 21:03:09
2516468;1;3;1;3;59;1;59;Latihan 1 pai;29;11;73;73;2025-09-01 21:03:09;2025-09-01 21:03:09
2516469;1;3;1;3;60;1;59;Latihan 1 pai;29;11;49;49;2025-09-01 21:03:09;2025-09-01 21:03:09
2516470;1;3;1;3;41;1;60;Latihan 2 pai;29;11;72;72;2025-09-01 21:03:09;2025-09-01 21:03:09
2516471;1;3;1;3;42;1;60;Latihan 2 pai;29;11;63;63;2025-09-01 21:03:09;2025-09-01 21:03:09
2516472;1;3;1;3;43;1;60;Latihan 2 pai;29;11;61;61;2025-09-01 21:03:09;2025-09-01 21:03:09
2516473;1;3;1;3;44;1;60;Latihan 2 pai;29;11;93;93;2025-09-01 21:03:09;2025-09-01 21:03:09
2516474;1;3;1;3;45;1;60;Latihan 2 pai;29;11;99;99;2025-09-01 21:03:09;2025-09-01 21:03:09
2516475;1;3;1;3;46;1;60;Latihan 2 pai;29;11;84;84;2025-09-01 21:03:09;2025-09-01 21:03:09
2516476;1;3;1;3;47;1;60;Latihan 2 pai;29;11;57;57;2025-09-01 21:03:09;2025-09-01 21:03:09
2516477;1;3;1;3;48;1;3;Latihan 2 pah;1;14;57;57;2025-09-01 21:03:09;2025-09-01 21:03:09
2516478;1;3;1;3;49;1;4;Latihan 2 pak;11;12;82;82;2025-09-01 21:03:09;2025-09-01 21:03:09
2516479;1;3;1;3;50;1;4;Latihan 2 pai;11;12;81;81;2025-09-01 21:03:09;2025-09-01 21:03:09
2516480;1;3;1;3;51;1;60;Latihan 2 pai;29;11;57;57;2025-09-01 21:03:09;2025-09-01 21:03:09
2516481;1;3;1;3;52;1;60;Latihan 2 pai;29;11;71;71;2025-09-01 21:03:09;2025-09-01 21:03:09
2516482;1;3;1;3;53;1;60;Latihan 2 pai;29;11;61;61;2025-09-01 21:03:09;2025-09-01 21:03:09
2516483;1;3;1;3;54;1;60;Latihan 2 pai;29;11;73;73;2025-09-01 21:03:09;2025-09-01 21:03:09
2516484;1;3;1;3;55;1;60;Latihan 2 pai;29;11;93;93;2025-09-01 21:03:09;2025-09-01 21:03:09
